id,year,date,country,speaker,speaker_turn,party,text
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,11,Les Républicains," J'ai écouté Monsieur Hollande. C'est assez classique, ce qu'il a dit. Moi ce que j'attends du débat, c'est que tous ceux qui nous regardent puissent se faire une idée à la fin du débat. Il a dit qu'il serait un président extraordinaire si les Français le choisissaient et que par conséquent, son prédécesseur naturellement n'était pas un bon président. C'est classique. C'est ce qu'on dit à chaque débat. Moi je veux autre chose. Je veux que ce soir, ce soit un moment d'authenticité où chacun donne sa vérité et que les Français en liberté choisissent - pas avec des formules creuses, pas avec des propos entendus où chacun se dénierait les qualités qu'on pourrait se prêter par ailleurs. En vérité. C'est un choix historique. La France n'a pas le droit à l'erreur. Nous ne sommes pas dans une crise, Monsieur Hollande, mais dans des crises. Et mon ambition ce serait qu'à la fin de ces deux heures, tous ceux qui hésitent, tous ceux qui réfléchissent se disent au moins, quelque soit mon choix, j'ai une idée précise des éléments qui vont me permettre de le faire. Juste un mot, sur le rassemblement. Le rassemblement c'est un très beau mot, c'est une très belle idée. Mais il faut y mettre des faits. Le rassemblement, c'est quand on parle au peuple de France, à tous les Français. Je ne suis pas l'homme d'un parti. Je ne parle pas à la Gauche. Hier, je me suis adressé à tous les Français, pas simplement aux syndicalistes, qui ont parfaitement un rôle à jouer. Le rassemblement c'est de parler à tous, y compris qui n'ont pas vos idées. Parce que lorsqu'on est président de la République, on est président bien sûr de ceux qui ont voté pour vous, mais on l'est aussi de ceux qui n'ont pas voté pour vous. C'est peut-être ce qui fait notre différence. Au peuple de France dans son ensemble. "
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,12,parti socialiste," Oui, c'est sans doute ce qui fait notre différence. "
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,13,Les Républicains," Et à ce titre, si vous me permettez de terminer... "
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,14,parti socialiste," ...si vous n'avez pas terminé, je vous laisse. "
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,15,Les Républicains," Si vous me permettez de terminer, je pense enfin que ce débat doit être ce moment de démocratie où les Français en refermant leur télévision se disent on peut aimer l'un, on peut préférer l'autre, on peut être en désaccord avec ce qu'ils disent, mais ils ne nous ont pas menti, ils n'ont pas joué l'esquive, ils ont été vrais. C'est cela notre défi, Monsieur Hollande, être vrais. "
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,16,parti socialiste," Oui, chacun aura sa vérité et chacun sera authentique. Je n'imagine pas que vous feindrez et vous ne pouvez pas penser que j'esquiverai. Donc nous parlerons face à face, directement. Nous nous dirons les choses, sans qu'il y ait quelque chose à cacher, à dissimuler. Mais je veux revenir sur le rassemblement, parce que je pense, comme vous, que c'est une notion essentielle pour notre pays. Et si vous avez le sentiment que pendant cinq ans, vous avez rassemblé tous les Français, vous ne les avez pas divisés, vous ne les avez pas opposés, vous n'avez pas montré celui-ci du doigt, celle-là de certaine distance, alors je vous donnerai quitus. Mais je sais que les Français ont eu ce sentiment d'avoir toujours à être soumis à des séparations, à des clivages. Moi je parle de mon côté. Je suis de gauche, je l'assume. Vous êtes de droite, vous pouvez l'assumer ou pas. Mais au-delà de ce qu'est notre appartenance politique, nous avons le sens, je dois avoir le sens de la réunion, de la réconciliation des Français. Moi je ne distingue pas le vrai travail du faux, les syndicalistes qui me plaisent et les syndicalistes qui ne me plaisent pas, les organisations patronales que je veux préférer ou d'autres. Non, je n'oppose pas les salariés du privé ou du public. Je n'essaie pas de savoir qui est né ici, depuis combien de générations, ou qui habite là. Parce que je pense que nous sommes tous français et que nous devons nous retrouver dans le même effort, dans la même unité. Et donc les Français apprécieront - vous à partir de ce qu'est votre bilan et pour ce qui me concerne, à partir de mes propositions. "
Sarkozy_Hollande,2012,2012-05-02,France,David PUJADAS,17,Journaliste," Nous allons peut-être passer au premier thème, aux sujets économiques. "
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,18,Les Républicains," Vous savez Monsieur Hollande, j'ai une preuve à vous donner de cet esprit de rassemblement qui m'a animé pendant cinq ans : c'est qu'il n'y a jamais eu de violence pendant les cinq ans de mon quinquennat, que je n'ai jamais été amené à retirer un texte qui aurait pu blesser ou créer un climat de guerre civile dans notre pays. Je suis depuis bien longtemps le seul président de la République qui n'ait pas eu à faire face à des manifestations de masse qui ont obligé à retirer - souvenez-vous de Monsieur Mitterrand et de l'école libre : des millions de gens dans la rue et Monsieur Mitterrand, avec sagesse d'ailleurs, qui retire. Souvenez-vous du CIP, du CPE, de tant d'événements de cette nature. Souvenez-vous toutes ces réformes avortées dans l'université, tant de ministres ont démissionné. Pendant cinq ans, je n'ai eu qu'une seule idée en tête : qu'il n'y ait pas de violence. Et y compris pour une réforme extrêmement difficile, celle des retraites, il y a eu des manifestations - elles se sont passées dans le calme. Personne ne s'est senti humilié. Il n'y a pas eu de division, il n'y a pas eu d'émeutes, il n'y a pas eu de violence. La France, dans ces quatre années de crise, a avancé dans un mouvement de réformes continues sans aucun blocage, y compris pour le service minimum, y compris pour l'autonomie des universités. Je vais vous dire une chose, Monsieur Hollande : c'est une fierté. Il y a ceux qui parlent de rassemblement et puis il y a ceux l'ont fait. "
Sarkozy_Hollande,2012,2012-05-02,France,Laurence FERRARI,19,Journaliste," Monsieur Hollande, très rapidement. "
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,20,parti socialiste," Je pense que ce débat est intéressant, même si nous arriverons aux sujets qui vont maintenant être les nôtres... "
Sarkozy_Hollande,2012,2012-05-02,France,Laurence FERRARI,21,Journaliste, Et ceux des Français... 
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,22,parti socialiste," ... et qui sont ceux des Français. Mais là nous sommes sur un point important de votre bilan. Vous dites qu'il n'y a pas eu de violences. Heureusement ! Et cela tient aussi aux organisations syndicales, à tous ces mouvements qui se sont créés, à un certain nombre de passions qui ont pu être évitées, à de nombreux élus locaux, j'allais dire à ces corps intermédiaires qui ont permis d'apaiser, de réconcilier et d'éviter qu'il y ait - et ce n'est jamais bon - violence ou irruption de manifestations ou de cortèges qui peuvent dégénérer. Heureusement qu'il y a eu des partenaires sociaux ! Heureusement qu'il y a eu des interlocuteurs ! Et puis par ailleurs, vous nous dites j'ai assumé un certain nombre de réformes difficiles , mais à quel prix pour les Français ? A quel prix pour les injustices qui ont été creusées, les inégalités qui ont été aggravées ? Et là aussi, c'est aussi parce qu'il y a eu une opposition qui a été capable de dire attendons, soyons patients, les épreuves viendront, celle du suffrage universelDroit de vote accordé à tous les citoyens majeurs . Nous avons gagné toutes les élections intermédiaires. Cela n'a pas amené l'opposition à dire qu'elle avait quelque légitimité que ce soit pour prétendre. Mais voilà, si un quinquennat se termine alors qu'il a été heurté et s'il n'y a pas eu, comme vous dites, de violences, je pense que le mérite en revient à toute la société française. "
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,23,Les Républicains," Je n'ai pas évidemment le seul mérite, mais je ne peux pas être le seul coupable non plus, Monsieur Hollande. Je vous dirai simplement trois exemples pour vous montrer que l'esprit du rassemblement irrigue toute la société française, peut-être à l'exception d'une partie de la Gauche. Quand monsieur Axel Kahn, aujourd'hui, cet après-midi, candidat socialiste en dans le cinquième arrondissement de Paris, compare le rassemblement du Trocadéro d'hier pour la fête du travail au congrès de Nuremberg, est-ce l'esprit de rassemblement ? Avez-vous condamné ce propos profondément choquant ? Et je continue. Quand le syndicatAssociation de personnes dont le but est de défendre les droits et les intérêts sociaux, économiques et professionnels de ses adhérents de la magistrature, des magistrats qui s'engagent pour vous soutenir en violation de toutes les règles syndicales, prône une politique judiciaire de laxisme, qui est le contraire de ce qu'attendent les Français, est-ce l'esprit de rassemblement ? Et enfin, quand le leader du premier syndicat français, la CGT, appelle à voter pour le candidat socialiste, en violation de toutes les traditions syndicales, est-ce l'esprit de rassemblement ? Quand on défile derrière le drapeau rouge avec la faucille et le marteau, est-ce que c'est l'esprit de rassemblement ? Et est-ce que vous ne croyez pas que même si on n'est pas de gauche, on a une légitimité à donner son opinion ? Est-ce que vous croyez que c'est l'esprit de rassemblement de donner des leçons de légitimité aux uns comme aux autres ? Est-ce que vous avez entendu un propos d'exclusion ? Quand il y a eu un propos désagréable à l'égard de quelqu'un qui vous est cher, je l'ai condamné à la télévision. Quand on m'a comparé à Franco, à Pétain, à Laval ? et pourquoi pas Hitler ? ? vous n'avez pas dit un mot. "
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,24,parti socialiste, Ce n'est pas vrai. 
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,25,Les Républicains, Je termine. 
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,26,parti socialiste," Je vous laisse terminer, puisque vous voulez aller plus loin. "
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,27,Les Républicains," Non, je ne veux pas aller plus loin. Je ne veux pas vous manquer de respect. Je dis simplement que dans certains de ses amis tiennent des propos de cette nature, que Madame Aubry me traite de Madoff, 183 ans de prison, et que le leader de la famille ne dit rient, c'est qu'il cautionne. Et quand on cautionne des outrances, c'est qu'on a tort, c'est qu'on n'a pas la force pour les dénoncer. "
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,28,parti socialiste," Monsieur Sarkozy, vous aurez du mal à passer pour une victime. "
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,29,Les Républicains, Est-ce que dans ce que j'ai dit il y a quelque chose de faux ? 
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,30,parti socialiste, Je ne vous ai pas interrompu. Je vais moi-même évoquer tout ce qui a été dit sur moi. 
Sarkozy_Hollande,2012,2012-05-02,France,David PUJADAS,31,Journaliste," Allez-y et si vous voulez, on en restera là. "
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,32,parti socialiste," Vos amis, vos propres amis, m'ont comparé à je ne sais quel bestiaire. J'ai eu droit à tous les animaux des zoos. J'ai eu droit à toutes les comparaisons les moins flatteuses. J'ai été attaqué sur tout sujet. Et vous pensez que j'ai imaginé que c'était vous qui inspiriez ces propos ? Vous avez évoqué, même, le procès stalinien. Comme si Staline avait grand-chose à voir avec mon propos ! Donc moi, je condamne tous les excès. Et je considère que quand on est face à face comme nous le sommes, nous pouvons aller directement à vos bilans, vos propositions, à mes projets, sans qu'il soit besoin de jouer les victimes. Moi, écoutez, franchement, je vous ai mis devant ce qui a été votre responsabilité de président. Nous sortons de cinq ans où la France a été heurtée, où la France a été divisée, où la France a souffert, où un certain nombre de paroles ont été prononcées - pas par vos lieutenants, souvent par vous. Et vous le faites encore une fois. Moi, est-ce que je me suis plaint que la présidente du patronat français ait dit que vous aviez fait un boulot extraordinaire et que moi, mes propositions n'étaient pas bonnes ? Elle est tout à fait dans son rôle, dans son droit. Et je ne vais pas lui chercher querelle. "
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,33,Les Républicains, Dire que vos propositions ne sont pas bonnes n'est pas une insulte extraordinaire. On a le droit de le dire. 
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,34,parti socialiste," Je n'ai pas terminé. Et donc vous ne pouvez pas empêcher les uns et les autres d'appeler à voter pour moi. Et ce n'est pas faire transgression par rapport à ce qu'est leur devoir démocratique que de le faire. Mais enfin, voilà. "
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,35,Les Républicains, La présidente du Medef n'a pas appelé à voter pour moi. Mais le président de la CGT... 
Sarkozy_Hollande,2012,2012-05-02,France,David PUJADAS,36,Journaliste, ...vous terminez. 
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,37,parti socialiste, Les Français... 
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,38,Les Républicains," ... nous y viendrons, Monsieur Hollande. Mais dans un débat de cette nature, vous me permettrez de vous dire qu'il y a suffisamment de difficultés dans notre pays, il y a suffisamment de choses que j'ai réussies ou pas réussies pour qu'on n'ait pas besoin d'ajouter l'outrance et le mensonge. Donc le mieux c'est que nous entrions dossier après dossier. "
Sarkozy_Hollande,2012,2012-05-02,France,Laurence FERRARI,39,Journaliste," Et c'est ce que nous allons faire à l'instant. Vous êtes à peu près à égalité de temps de parole. Le premier chapitre que nous allons aborder concerne le volet économique et social. On va parler de beaucoup de choses, mais la première préoccupation des Français c'est l'emploi. Le chômage a augmenté pour le onzième mois consécutif. Comment peut-on relancer l'emploi en France ? Et, c'est totalement lié, comment fait-on pour renouer avec la croissance qui est synonyme d'emploi ? François Hollande, quelles sont vos solutions ? Avez-vous des objectifs chiffrés ou des objectifs dans le temps pour faire refluer le chômage ? "
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,40,parti socialiste," Le chômage a augmenté si on prend l'ensemble des personnes inscrites d'un million, c'est-à-dire 4 millions personnes sont inscrites mêmes si elles n'ont pas chacune aucune activité. Si on prend les personnes qui n'ont aucune activité, il y a 3 millions de chômeurs dans notre pays. C'est une augmentation de 700 000. C'est beaucoup, c'est énorme. C'est un record. Donc, Nicolas Sarkozy vous aviez dit, c'était en 2007, que si le chômage ne tombait pas à 5 % de la population active, vous considéreriez que c'est un échec. C'est un échec. Alors vous pourrez dire : j'ai l'excuse, la crise est là. Personne ne la conteste mais enfin le chômage a plus augmenté en France qu'il n'a augmenté en Allemagne. Il est de 6,5 % de la population active. Nous sommes à 10. "
Sarkozy_Hollande,2012,2012-05-02,France,Laurence FERRARI,41,Journaliste, Quelles sont vos solutions ? 
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,42,parti socialiste," Je vais arriver aux solutions. Il faut de la croissance et j'y reviendrai, aussi bien en Europe qu'en France. Il nous faut de la production et donc la première exigence sera de relancer la production dans notre pays puisque l'industrie a été abandonnée : 400 000 emplois ont été perdus. Je créerai une banque publique d'investissement pour accompagner le développement des entreprises. Je mobiliserai l'épargne des ménages pour l'affecter au financement des investissements notamment des PME. Je modifierai la fiscalité des entreprises pour que le bénéficie qui est réinvesti dans la société soit moins fiscalisé que le bénéfice qui est distribué aux actionnaires. Et puis j'ai une mesure, mais elle ne peut être la solution mais elle est l'idée la plus nouvelle qui est venue dans cette campagne : le contrat de génération. Aujourd'hui, que constate-t-on ? Ce sont les seniors qui sont les plus affectés par le chômage. C'est eux qui sont les premières victimes des plans sociaux et les jeunes, qui ne parviennent, eux, à rentrer avec un contrat à durée indéterminée dans l'entreprise. Donc la proposition que j'ai faite c'est que l'employeur qui gardera le senior le temps qu'il puisse partir à la retraite et donc avec ses droits qui lui donneront une pension à taux plein ? et qui embauchera un jeune avec un contrat à durée indéterminée, cet employeur-là ne paiera plus de cotisations sociales sur les deux emplois, celui du senior, celui du jeune. Ça réconcilie les âges. Ça permet de transmettre l'expérience. Ça évite que nous ayons une mesure pour les jeunes qui se traduit par une mesure en défaveur des seniors ou inversement. Donc c'est la mesure qui donne de la solidarité, qui donne de la clarté et qui permet d'arriver à ce que les entreprises soient incitées à avoir des jeunes en contrat à durée indéterminée et à garder les seniors. "
Sarkozy_Hollande,2012,2012-05-02,France,David PUJADAS,43,Journaliste, Nicolas Sarkozy. 
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,44,Les Républicains," Bon, vous me permettrez de revenir sur les chiffres que vous avez donnés, Monsieur Hollande. Ils sont faux et je vous en donne la preuve. Prenons les chiffres, parce que c'est important pour ceux qui nous écoutent, du BIT. C'est un chiffre incontestable. "
Sarkozy_Hollande,2012,2012-05-02,France,Laurence FERRARI,45,Journaliste, Bureau international du travail. 
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,46,Les Républicains," Le chômage a augmenté de 422 000, ce qui est trop, entre 2007 et 2011, chiffres BIT, c'est-à-dire une augmentation de 18,7 %. Les mêmes chiffres, puisque les chiffres du BIT, Laurence Ferrari, permettent de comparer avec tous les autres pays, sur la même période, avec le même critère du BIT. Le chômage a augmenté de 18,7 % en France. Sur la même période, il a augmenté de 37 % en Italie, de 60 % en Angleterre, de 191 % en Espagne après 7 années de socialisme, de 103 % aux Etats-Unis et dans la moyenne des pays de la zone euroMonnaie unique de plusieurs États membres de l'Union européenne qui forment la zone euro ? dans la moyenne ? le chômage a augmenté de 39,6 %, c'est-à-dire exactement le double. Je ne me glorifie pas d'une augmentation de 18,7. Je dis simplement que je me demande pourquoi Monsieur Hollande qui veut prétendre à diriger la France, doive absolument pour dire du mal de moi, minimiser les résultats de la France. Nous avons un taux de chômage qui a augmenté deux fois moins que nos partenaires de la zone euro. Il est vrai qu'en Allemagne il a moins augmenté. Pourquoi ? Parce que dans le même temps, il y a 10 ans, nous faisions seuls contre le reste du monde, les 35 heures, le chancelier Schr%C3%B6der, qui a par ailleurs soutenu ma candidature, faisait les accords compétitivité emploi, la TVA de localisation et toutes les réformes qu'aujourd'hui vous refusez. Ça c'est pour le bilan. Un mot sur vos propositions. Vous allez créer une banque publique. Formidable, elle existe déjà. La banque publique de l'industrie, filiale d'OSEO, existe déjà. Voilà une promesse, Monsieur Hollande, si vous êtes élus, que vous n'aurez pas de mal à tenir puisque je l'ai déjà fait. Sur le contrat de génération, c'est sans doute un point intéressant de différence entre nous. Voilà donc que vous allez mobiliser des fonds publics pour exonérer de cotisations sociales patronales des emplois qui existent. Parce que la personne qui a 57 ou 58 ans et qui est déjà dans l'entreprise, elle est déjà embauchée. Et vous voulez mobiliser de l'argent pour conforter cet emploi. Je veux mobiliser l'argent public, pas pour ceux qui ont déjà un emploi, pour ceux qui en ont besoin d'un. Et figurez-vous, je vais vous étonner, je suis d'accord avec cela Martine Aubry, qui dans les primaires socialistes critiquait violemment votre contrat de génération en disant : quelle absurdité (sic). Ça va créer un effet d'aubaine considérable. Pourquoi donc faire des impôts et exonérer de cotisations un emploi qui est déjà créé dans une entreprise qui fonctionne ? Mes solutions. "
Sarkozy_Hollande,2012,2012-05-02,France,Laurence FERRARI,47,Journaliste," Pour l'avenir. Nicolas SARKOY Pour l'avenir. Premièrement, il y a un gigantesque problème de coût du travail. Savez-vous quels sont nos deux déficits de balance commerciale ? La Chine, 22 milliards, et l'Allemagne. L'Allemagne est à la fois notre premier client et notre premier fournisseur. Nous avons un problème de coût du travail. Pour éviter le cancer des délocalisations, pour penser à ces ouvriers qui vivent la peur au ventre parce qu'ils ont peur que leurs usines ferment, il faut que le travail qui se délocalise ne se délocalise plus et pour cela il faut alléger le coût du travail. C'est la raison pour laquelle j'ai proposé d'exonérer toutes les entreprises des 5,4 % de cotisations familiales pour que le travail coûte moins cher et que nous puissions le garder. J'avais fait d'ailleurs la même chose avec la taxe professionnelle. La taxe professionnelle n'existait plus qu'en France. Nous l'avons supprimée. Elle pèse pour 250 euros par voiture produite en France. Deuxième remarque, un gigantesque effort de formation pour que les chômeurs d'aujourd'hui soient formés pour les emplois de demain et pas pour les emplois d'hier. Troisième élément : l'innovation. Ce que nous avons fait avec le crédit impôt recherche et l'emprunt de 36 milliards d'euros pour favoriser l'investissement et les investissements d'avenir, l'innovation dans toutes nos entreprises. Au fond, le mot-clé c'est le mot compétitivité. "
Sarkozy_Hollande,2012,2012-05-02,France,Laurence FERRARI,48,Journaliste," Votre réponse, Monsieur Hollande. "
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,49,parti socialiste," D'abord, sur les chiffres, je comprends que ça ne vous fasse pas plaisir. D'ailleurs ceux à qui ça fait le moins plaisir, ce sont les chômeurs eux-mêmes et une bonne partie nous regardent et se disent que leur situation s'est dégradée depuis que vous êtes aux responsabilités du pays. Il y a bien 4 millions de personnes qui sont inscrites à Pôle emploi. C'est incontestable. Il y en avait 3 millions au moment où vous avez été élus. Vous aviez vous-même - vous êtes passés un peu rapidement sur votre objectif ? dit qu'il y aurait 5 % de la population active qui serait au chômage à la fin votre quinquennat. Nous sommes à 10. Le double. Bon, alors après, vous faites des comparaisons. Avec l'Allemagne, votre comparaison est impitoyable. Nous avons reculé, c'est-à-dire que nous notre chômage a augmenté, notre compétitivité s'est dégradée et l'Allemagne fait dans tous domaines mieux que nous. Alors ensuite vous nous dites : mais c'est pas de chance, c'est à cause des 35 heures. Est-ce que je dois vous rappeler, Nicolas Sarkozy, que vous êtes au pouvoir depuis 10 ans, 10 ans, pas simplement 5 ans comme président de la République, mais vous étiez 5 ans ministre sous Jacques Chirac, dont une partie comme ministre de l'Economie et des Finances. Donc, le résultat de la compétitivité. Jamais notre déficit commercial n'a été aussi déséquilibré, jamais. 70 milliards d'euros. C'est pas la faute à Lionel Jospin il y a 10 ans, ou quand vous le faites aussi souvent, à François Mitterrand au début des années 1980. C'est votre participation à la responsabilité du pays. Alors maintenant, vous nous dites, mais j'ai trouvé la solution, j'ai mis du temps parce que la TVA sociale, j'y avais songé au début de mon quinquennat ? 2007 ? j'y avais renoncé ? je ne sais pas pourquoi ? mais en tout cas, ça revient à la fin et ça va nous permettre de sauver des emplois. Mais j'ai regardé votre proposition. TVA sociale : 13 milliards d'euros, qui va d'ailleurs être prélevée sur tous les Français, 300 euros de moins sur leur pouvoir d'achat, ce qui va bien entendu dégrader la croissance. Mais vous nous dites ça va améliorer la compétitivité des entreprises exposées à la concurrence internationale. L'industrie, elle ne touchera de ces allégements sur les cotisations sociales sur la famille, que 3 milliards d'euros. Le reste, vous savez qui touche les allégements de cotisations sociales ? Les services pour 8 milliards, la banque, les banques, pour 700 millions d'euros, trois fois plus que l'industrie automobile dont vous avez parlé. Donc ça veut dire que vous inventez une taxe nouvelle sur les Français, qui va être prélevée sur leur consommation, affaiblir la croissance, pour avoir un effet sur les entreprises industrielles de très faible ampleur et donner un cadeau supplémentaire aux entreprises de service. Allez comprendre ! Et enfin vous nous dites : formation. Nous sommes tous d'accord sur la formation. 10 %, seulement 10 % des demandeurs d'emploi dans notre pays ? et vous êtes président de la République ? donc 10 % des demandeurs d'emploi se voient proposer une formation. Vous dites maintenant, je vais leur proposer. Mais il est bien temps. Qu'avez-vous fait depuis 5 ans pour les laisser sans formation et sans qualification ? "
Sarkozy_Hollande,2012,2012-05-02,France,David PUJADAS,50,Journaliste, Alors Nicolas Sarkozy et puis on va avancer un peu dans le débat. 
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,51,Les Républicains," Je vais vous répondre très précisément, Monsieur Hollande, parce que ce débat est tellement important qu'il ne souffre aucun mensonge et aucune imprécision. D'ailleurs vous admettrez qu'entre 2007 et 2012 il y a eu quatre années de crise. Et vous admettrez certainement que je n'étais pas au pouvoir aux Etats-Unis, en Espagne, en Italie et ailleurs. Vous parlez de l'Allemagne. Considérez-vous donc maintenant que l'Allemagne, après l'avoir tant critiquée, est un exemple ? Ça m'intéresse. Pourquoi l'Allemagne fait mieux que nous ? L'Allemagne a-t-elle fait les 35 heures ? L'Allemagne a fait le contraire de la politique que vous proposez aux Français. L'Allemagne a fait la TVA anti-délocalisationTransfert de tout ou partie d'une activité d'une entreprise à l'étranger, afin de la réimporter, à moindre coût, sur le territoire national que je propose. Trois points. Vous la refusez. "
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,52,parti socialiste, Ce n'est pas vrai. 
Sarkozy_Hollande,2012,2012-05-02,France,Nicolas SARKOZY,53,Les Républicains," Monsieur Hollande, ce n'est pas quand ça fait mal qu'il faut protester. "
Sarkozy_Hollande,2012,2012-05-02,France,François HOLLANDE,54,parti socialiste," Ce n'est pas vrai. La TVA anti-délocalisationTransfert de tout ou partie d'une activité d'une entreprise à l'étranger, afin de la réimporter, à moindre coût, sur le territoire national, en Allemagne, n'a été que d'un point. "
